id,iban,bic,opening_date,closing_date,owner_id
605,FR5754043080057L261Z5601437,GFKFLIV0,2014-09-04T20:07:56+02:00,2023-12-24T10:15:24+01:00,605
606,FR330038300156V708746535035,QUMMCZ1L,2005-11-02T14:08:41+01:00,,606
607,FR2200270100604050L417T8238,IXSMTG8D,2021-12-16T18:25:26+01:00,,607
608,FR2406032501320538T2FX93509,HXXRAOFC,2011-08-30T06:58:35+02:00,,608
609,FR9647600003675763686074335,WBXLITRA,2018-02-21T04:05:12+01:00,,609
610,FR8315272106247718181488269,NUVBEGRP,2008-07-12T03:58:54+02:00,,610
611,FR9745069002772X20C80626057,CZTDASIK,2010-08-29T22:33:45+02:00,,611
612,FR282773270068P190833531728,YCMHNRPN,2022-03-08T22:28:21+01:00,,612
613,FR51310084658509X14P1983605,FKSSFJIN,2022-03-06T19:13:49+01:00,,613
614,FR67614808007302I88818GQ469,JERLMLEV,2005-06-28T06:34:44+02:00,,614
615,FR534610080445621223034V877,GWAGNAIM,2014-04-11T11:43:19+02:00,,615
616,FR021848900545912RD69146828,OCFAKHTD,2014-12-14T12:17:28+01:00,,616
617,FR5970885310037918Q3Q742717,QUJUNOKO,2019-07-30T16:05:43+02:00,,617
618,FR6105000901776F73Q429M3B10,UGIGAXUI,2016-06-25T22:35:57+02:00,,618
619,FR259005700515Q008841810589,LPNGMDYP,2012-04-29T02:13:56+02:00,,619
620,FR074606602613E157F4R5A3162,JQWICGH1,2014-12-08T17:43:53+01:00,2023-12-26T10:13:51+01:00,620
621,FR666800068551701F448477D00,ELJEAXZE,2021-12-18T12:53:32+01:00,,621
622,FR074090050498L4LMX80167631,KYYFMO4O,2005-10-26T05:38:38+02:00,,622
623,FR4400830090015597Q63742031,NKAOGMYH,2017-01-05T01:39:52+01:00,,623
624,FR80408073697965437386A1983,HHRWGI2I,2013-05-04T08:55:54+02:00,,624
625,FR2264790740462567399FVJ132,TPEGDZAJ,2017-12-05T13:58:48+01:00,,625
626,FR1823304257862116522R19337,JNLEBS7Z,2020-09-12T01:50:23+02:00,2023-12-15T12:00:43+01:00,626
627,FR770233200322K091545638868,YCBTLASJ,2017-06-27T20:31:15+02:00,,627
628,FR32600835415185338082F7662,TLPKVGMZ,2020-08-11T02:25:40+02:00,,628
629,FR5397856411047572568585140,GUETSEOA,2007-06-15T23:20:11+02:00,,629
630,FR07592002079698P76N1246789,SECMTRQZ,2008-12-15T02:55:12+01:00,,630
631,FR5050310072706407Q111L0268,FYTHDJM6,2012-07-28T06:26:46+02:00,,631
632,FR6600602006060P76915688F18,FRQHYTJC,2010-03-27T19:50:31+01:00,,632
633,FR805050831009450K714891Z22,MQVCLSW1,2018-11-16T02:58:50+01:00,2023-12-28T05:51:28+01:00,633
634,FR9298480040540230950O6J797,JYBJKR9B,2007-12-13T03:23:37+01:00,,634
635,FR630609976150027BS3226T272,IKNWLUPR,2020-07-11T23:55:07+02:00,,635
636,FR4000604600660R466319V3737,MEICCNN3,2015-11-24T20:13:05+01:00,,636
637,FR1700228093880R982F0844504,TMDZFOC6,2004-06-27T02:01:13+02:00,,637
638,FR7943005830183S9X5LH225822,KLWXAU08,2015-04-05T02:38:37+02:00,,638
639,FR334940050062D44CT972RA419,QMJZKHLP,2007-06-07T12:51:19+02:00,2023-12-26T16:57:36+01:00,639
640,FR410208066492431646PR63544,IDBMNUUK,2007-01-07T00:45:50+01:00,,640
641,FR949533004641A825XG9211C02,ZIHWVE0H,2018-06-18T17:33:49+02:00,,641
642,FR7500605190112S6730DQ5F292,JETBPWT9,2012-03-15T00:00:19+01:00,,642
643,FR50300501049912014H437PH89,MTEVTV85,2006-06-23T03:38:30+02:00,,643
644,FR57510060944345421770A6085,JFVEMQFP,2015-09-04T07:47:26+02:00,,644
645,FR34396008245340N585VO60134,ERXIAFPD,2012-05-31T14:16:14+02:00,,645
646,FR970587620003L69751ND6D315,HIUDLK6F,2016-09-16T09:44:52+02:00,,646
647,FR78618297207169G2172K9R354,NBZRAM9H,2011-09-18T06:17:31+02:00,,647
648,FR94535595169655K29671G8025,PJDYGIH4,2013-01-30T12:34:56+01:00,2023-12-25T03:10:54+01:00,648
649,FR558060010841887X90X178442,GZQTIELK,2013-04-02T00:33:09+02:00,,649
650,FR028086037419I9533410L5595,SNWWKH0W,2023-04-14T13:46:53+02:00,,650
651,FR3366001080015048ZTX614A27,YCXPEGZA,2010-04-08T04:36:54+02:00,2024-01-04T05:21:59+01:00,651
652,FR211303180452Z019486261622,RBDOYE76,2018-06-17T05:41:36+02:00,,652
653,FR02708008000305V7H31800224,FZPELC6C,2016-04-13T06:00:40+02:00,,653
654,FR2100724239322570636IZC373,JYUESO0M,2014-10-22T22:52:34+02:00,,654
655,FR0530010030031965123691013,WKIRADO2,2013-03-04T07:36:52+01:00,,655
656,FR799800567006967X610114Y15,EXMFAESJ,2015-04-24T12:23:37+02:00,,656
657,FR83007601748025450R69M7710,PPNDDM41,2013-07-15T18:25:25+02:00,,657
658,FR7760840027161414E57701726,HHMVGL7X,2014-07-31T17:51:29+02:00,,658
659,FR10292664008776NPL19V06709,MHITKZ1Q,2018-05-12T07:45:51+02:00,,659
660,FR268900214876U948010986813,EHGMDKYV,2017-12-22T09:35:35+01:00,,660
661,FR729653619350Q2937D0867419,OJWTOMBG,2012-08-29T18:15:18+02:00,,661
662,FR9000100324082838G64V61081,CXFHMF52,2020-03-31T06:32:14+02:00,,662
663,FR82164059001495P5658124Q41,PWNFUSG0,2016-11-06T06:37:52+01:00,,663
664,FR78100088078541Z8279857Y88,EJTXNRQS,2019-08-10T06:12:02+02:00,,664
665,FR628353700298GC42186L32519,GNPAFKSR,2013-06-03T20:02:13+02:00,,665
666,FR250501901131310D33X67XJ22,TVWYIEFX,2005-03-04T00:25:53+01:00,,666
667,FR27020075100527417G7709368,ZLBDIRGE,2012-10-03T13:57:16+02:00,2023-12-17T19:56:03+01:00,667
668,FR0200125078136E9238AR27377,YVBRBJ6T,2020-02-13T03:57:57+01:00,,668
669,FR5330509088361343920911A32,DAEWLIFX,2020-10-27T03:49:22+01:00,,669
670,FR7860092700381552J9690M360,HCWZNCR2,2009-11-21T14:11:22+01:00,2023-12-27T11:56:49+01:00,670
671,FR79290018700490107O70N0062,DVGDBOZD,2009-07-25T07:31:43+02:00,,671
672,FR68370558880634030Q3871661,DZMUCLMA,2022-01-04T01:22:11+01:00,,672
673,FR4500400310053974566ZQ6918,WGOUGNG1,2016-07-21T12:08:59+02:00,,673
674,FR57503030755820X4P1302L798,SKZNGMB7,2007-05-26T11:31:26+02:00,,674
675,FR7621085002549681790VO4026,XJVQREC7,2016-02-27T02:04:49+01:00,,675
676,FR09892634606839Z710KL6H360,CNSWTO4Q,2013-06-28T04:48:23+02:00,,676
677,FR7800009118233348720259779,JMFKBY78,2010-07-18T04:06:57+02:00,,677
678,FR965080800347ND40284338633,OFSDDMIG,2005-11-19T02:18:36+01:00,,678
679,FR430092046262U572864446710,VDIBCX9G,2013-06-02T16:13:54+02:00,,679
680,FR24700440035824A006T21M309,BCZIPGSK,2006-12-07T22:12:33+01:00,,680
681,FR82700372097768307P0143216,SLOFITYE,2022-07-27T00:51:55+02:00,,681
682,FR3087335884356327852659604,XXZGTZDD,2013-01-19T20:50:56+01:00,,682
683,FR78044708023022268A5Z46461,JESZDM1T,2019-05-20T17:59:26+02:00,,683
684,FR2591102809055879Y58280618,OTRZAF9Q,2012-10-17T04:41:14+02:00,,684
685,FR343460010057M997282209279,QFBYAXXF,2018-06-14T15:44:43+02:00,,685
686,FR382722290915734553N401285,XBCENRJK,2004-09-13T14:57:04+02:00,,686
687,FR1204506409272682Y7V183366,HXOBGWEM,2005-10-15T15:37:16+02:00,,687
688,FR075883508899528401IRS9463,CRUOVIVK,2014-09-20T19:39:10+02:00,,688
689,FR270605139603183545A706600,PGWCAM7K,2015-08-19T23:46:07+02:00,,689
690,FR71310030804581F4059879745,FVAKYEQP,2009-03-27T19:54:39+01:00,,690
691,FR520110036115E602739CD2Y26,GNSBDO5J,2011-07-28T02:42:42+02:00,,691
692,FR04400132006933554606X8K37,HVFWMOHX,2023-01-07T05:19:15+01:00,,692
693,FR44635870073054865T1H67518,AJZDNGN4,2011-05-01T17:39:21+02:00,,693
694,FR5517320237947606178600071,JRCWSDFO,2020-03-29T21:50:01+02:00,,694
695,FR8600176680046877439268970,MGWDBWO3,2010-03-24T19:51:57+01:00,,695
696,FR76803981008889206TQ703930,FQUGHRSV,2006-03-14T08:00:50+01:00,,696
697,FR306680800633G4H6458288961,BXJGXKTT,2017-08-13T09:59:53+02:00,,697
698,FR490838094907532278F445M97,ZKEPLRC6,2005-04-15T07:30:17+02:00,,698
699,FR19010901607239U4392438R95,SOWBGT5P,2006-01-25T01:14:45+01:00,,699
700,FR481700789993F17S29Z06E819,SGELJPWS,2010-01-22T15:56:29+01:00,,700
701,FR21807510032998H8368G2T961,PCNBSB33,2020-10-03T02:08:21+02:00,,701
702,FR982694057005240N941669Q37,CPJKBMD6,2018-12-28T08:02:08+01:00,,702
703,FR0200280640252265750Y9P010,JOZWTWAZ,2021-07-31T08:13:41+02:00,2023-12-18T07:01:35+01:00,703
704,FR4447079856345Y47L06777U82,JLHWILCC,2021-12-17T08:04:46+01:00,,704
705,FR439168364092E3B047D67O216,SZDRKIFU,2012-03-31T14:01:15+02:00,,705
706,FR604202600766K2K6435820560,IPZLSR6L,2021-08-20T16:25:35+02:00,,706
707,FR28343008300675H82182C6K42,IMEDMLEU,2022-03-27T01:16:25+01:00,,707
708,FR780937875645P5588134R3353,RWMVAF7Y,2004-10-06T10:56:25+02:00,,708
709,FR7704342796717975Y6PYWX319,TOKBGLIW,2007-07-28T21:51:11+02:00,,709
710,FR334400571969S5Y6442X83589,ZEWQCGM2,2015-07-28T17:04:54+02:00,,710
711,FR8487050004523835552346A18,SMBBPS7C,2005-04-15T07:40:10+02:00,,711
712,FR3201866010769333091610R85,XBAVBSS0,2015-01-18T00:38:56+01:00,,712
713,FR454003097389H837R9RI12646,JLRQTZZX,2017-07-27T21:45:24+02:00,,713
714,FR48415200871858V0E545D0609,LYFMGTJJ,2004-03-25T13:43:21+01:00,,714
715,FR0601750335223F778369D9J13,KBERBANQ,2015-10-04T06:10:17+02:00,,715
716,FR488014007349049I415857M60,WPHNSI2X,2006-03-02T19:50:29+01:00,,716
717,FR616001884165G493561977944,AXKRSYBY,2011-08-10T16:51:34+02:00,,717
718,FR4702027012167X959B8937695,AHDYGIU2,2013-09-10T01:39:56+02:00,,718
719,FR8404007500271383532681814,ADKNHNIQ,2011-07-29T14:57:04+02:00,,719
720,FR7000259080431J63022168077,EYKPFOM1,2023-08-18T16:18:08+02:00,,720
721,FR198708120008816X99206LD80,KCCJSDIT,2015-03-16T17:38:21+01:00,,721
722,FR815379087696O02B26L9O0313,PSDQNZ4A,2020-11-14T22:39:54+01:00,,722
723,FR23090687500919969P4203036,NLTPPYAZ,2023-10-08T17:06:39+02:00,,723
724,FR7930079085161985P5R782613,YEHUCVCO,2006-09-29T21:14:03+02:00,,724
725,FR62509404065200O23740U7961,VLXCGFKQ,2010-03-30T13:30:22+02:00,,725
726,FR235606803733469C904427556,YYONNE4G,2013-04-02T08:47:06+02:00,,726
727,FR1563620874994IA3405541234,SQDFSJ7M,2004-03-16T00:02:28+01:00,,727
728,FR310090060402C99V115559365,DYTUNR5C,2023-02-27T10:50:32+01:00,,728
729,FR83700300405297423464DD641,VMKMLT12,2010-09-08T08:51:04+02:00,,729
730,FR97200701662138W2719099087,GKHXNCMM,2013-07-16T09:06:12+02:00,,730
731,FR9787768001868C12Y8Y5M7635,NZOZMXJO,2021-02-26T16:35:34+01:00,,731
732,FR2073007023452626419860281,WDFQCHVD,2022-10-02T18:38:20+02:00,,732
733,FR42205820068778475Z8U28E29,BIVKJO70,2023-08-05T10:55:15+02:00,,733
734,FR340080032974P557475L6O694,DKAJJMCX,2007-11-21T01:05:57+01:00,,734
735,FR5107150300732983X61126W50,VFUKHMZ6,2014-08-10T12:43:22+02:00,,735
736,FR20005048700409R9D58039972,PIBFUG0Z,2020-12-14T22:52:24+01:00,,736
737,FR8071260076037JV65169PM068,PEAITDSC,2011-09-21T06:21:23+02:00,,737
738,FR1600257800092022P6NS86M49,WRDKPRTA,2014-10-17T22:34:53+02:00,,738
739,FR620019839605750344B561540,WMDVCNH5,2010-01-02T00:46:42+01:00,,739
740,FR9400512600371M19W98Z35J99,RTDHAZSK,2009-09-23T22:29:06+02:00,,740
741,FR0730086002753119178928076,NXDJMQHW,2021-12-10T06:25:42+01:00,,741
742,FR1313548608588249558374643,ZXVRAM4A,2020-12-15T10:16:51+01:00,,742
743,FR7517720007166X140V0775O67,UJCCGQRE,2009-11-04T02:31:09+01:00,,743
744,FR6273004142920N293Z2747540,WCXOSGLF,2004-12-25T07:28:32+01:00,,744
745,FR3807540690090495152307063,QIXBFR8K,2013-09-23T04:26:45+02:00,,745
746,FR200194009033352U67Q08GL95,YUIFUSN1,2021-08-05T03:11:20+02:00,,746
747,FR4823278005907E45M48605230,EYYOTZ17,2013-05-06T18:59:15+02:00,,747
748,FR880942060076676805V7T3554,RZKNTFDU,2018-12-17T11:25:58+01:00,,748
749,FR070980747802HM7011A50N347,YXYRPW4W,2014-08-13T23:59:53+02:00,,749
750,FR3680769208717929469516R72,TVHCCUJN,2023-04-22T00:54:33+02:00,,750
751,FR1470270027117I54310186N95,QBIGAM8Y,2008-03-11T06:25:36+01:00,2023-12-15T08:02:20+01:00,751
752,FR09005000873869R9463575326,METLZWDF,2009-10-11T01:30:04+02:00,,752
753,FR1500330100550692J40876002,ZUXSGHWQ,2010-01-07T23:04:53+01:00,,753
754,FR2400711003747983D94LH0P76,PIAAKIZ0,2006-08-07T19:50:39+02:00,,754
755,FR93060051262037480V4377644,MJSNTT6Y,2020-12-18T06:13:12+01:00,,755
756,FR9000200772193606505520724,FGYWCVAK,2011-04-28T18:56:10+02:00,,756
757,FR75062871237910YP480847414,YYHISZ6Z,2018-06-15T09:46:25+02:00,,757
758,FR6213400860332521Z493M4788,MKLTBHWO,2017-01-29T01:23:38+01:00,,758
759,FR0710090077053738C09319102,PQUXGYRD,2006-11-02T14:47:00+01:00,,759
760,FR37005242101763543007U9443,QMWMKWLA,2017-03-15T03:15:23+01:00,,760
761,FR10223520720296833O1FC9690,FOIXTW9I,2006-12-10T20:14:43+01:00,,761
762,FR26500200900186E4340T50X80,LSDLPMKS,2014-06-06T19:46:01+02:00,,762
763,FR08508820007594209T90H7297,LEGVPGDM,2005-11-26T00:32:20+01:00,2023-12-17T09:50:41+01:00,763
764,FR0975206850319303783617315,MIBALTLR,2006-10-15T16:58:25+02:00,,764
765,FR750905005176K9979VZ7J8569,HWICSS6T,2010-04-09T11:41:55+02:00,,765
766,FR38550400366938Y75P8297242,IVARGDZ8,2021-07-24T07:44:07+02:00,,766
767,FR6686405004320188O7S628X57,JIMEBMB8,2014-01-19T16:21:49+01:00,,767
768,FR69178055854273872QD36L997,BQGHLT57,2023-08-28T08:13:03+02:00,,768
769,FR41083187600268545MB303381,OGHJBHTD,2013-03-14T04:01:07+01:00,,769
770,FR447699240045Y24D704162467,MCSMTHNW,2019-09-01T02:25:37+02:00,,770
771,FR9829002092240HMW036948242,MORROMHQ,2013-11-01T10:02:40+01:00,,771
772,FR3206009130061192287974056,OSGNTZYM,2020-07-24T18:26:37+02:00,,772
773,FR2830088295667510B9QQB8661,XGWWMEUO,2014-05-22T19:00:28+02:00,,773
774,FR8420528030285847634617828,IGJVTLZW,2007-01-28T11:52:30+01:00,,774
775,FR5000746880108367102017N30,EYMXREAC,2022-09-25T08:17:57+02:00,,775
776,FR79495075300232753165P1399,DDMYPMOL,2018-12-21T15:51:39+01:00,,776
777,FR7400168730600700U3560MS08,CYQYQAPA,2009-05-31T05:08:20+02:00,,777
778,FR690970205378902318788B764,YEPTGYQ1,2011-10-06T21:21:30+02:00,,778
779,FR50538730032889128G2362306,KOCPPMY7,2020-02-23T08:52:59+01:00,,779
780,FR7302300811485D75431852840,MTAIHRM2,2022-07-07T17:53:10+02:00,,780
781,FR6034008626834G52NI0R30U45,FMAQBAI6,2021-07-17T22:29:15+02:00,,781
782,FR0400700300645Q920789MB880,KXBYIEL2,2014-11-04T22:01:23+01:00,,782
783,FR95200770367945689A55E3226,FVVHGPSN,2011-05-24T10:04:00+02:00,,783
784,FR120094388671975T556LI4335,IXYPNEQW,2018-05-03T13:07:31+02:00,,784
785,FR6956304100759A5439E078221,BSJALSGK,2005-08-08T14:38:48+02:00,,785
786,FR059007927885N749147580Y45,SINOCVJ6,2014-05-13T02:44:26+02:00,,786
787,FR5953476800199643277O10073,SPTWETTA,2022-12-13T19:12:30+01:00,,787
788,FR2246004005825F12844731N11,SKKGLU4U,2006-09-08T01:52:55+02:00,,788
789,FR7306006570570121281044428,AKCZAM93,2016-02-13T00:38:36+01:00,2023-12-18T17:53:34+01:00,789
790,FR6735079600431CA14378L4575,NXTMERFC,2006-06-19T15:00:06+02:00,,790
791,FR900540029285D31604THY3990,IXYDMDTM,2016-10-03T05:41:01+02:00,,791
792,FR711500268987321963K33V931,NPOZPLFU,2009-08-31T15:37:48+02:00,2023-12-16T11:15:45+01:00,792
793,FR032957080394U5702N8309539,HNPYHR65,2008-10-28T06:18:22+01:00,,793
794,FR570370068001014374O570377,NPDSMHU6,2022-05-08T09:37:13+02:00,,794
795,FR4768087007548E60093564807,IINKGP4C,2021-03-05T13:19:27+01:00,2023-12-17T23:57:35+01:00,795
796,FR030307613361J594466911548,DZMTDOSN,2016-11-05T19:58:27+01:00,,796
797,FR790000280858Y31545798B264,ZQTHIEW7,2006-12-01T22:23:46+01:00,,797
798,FR5930074009770825TZ8365065,JDAMSVVL,2013-12-06T18:24:58+01:00,,798
799,FR6271320005888A409060H7744,HCJSKR25,2004-06-28T07:00:16+02:00,2023-12-22T09:45:07+01:00,799
800,FR230060030082742861779J993,BEMPCN82,2009-08-10T16:13:29+02:00,,800
801,FR453004404804Z67HO2148J264,GFMDNLY5,2022-06-06T10:46:57+02:00,,801
802,FR0904600353204953103101286,SCGZSMJK,2005-07-12T04:32:59+02:00,,802
803,FR0940044006740372979291185,JQJZBHCK,2015-09-19T11:15:31+02:00,,803
804,FR5300401410568487ODS539799,GOFRTGBR,2019-02-11T01:21:25+01:00,,804
805,FR867731009340GD0024H961804,RURBDZ63,2019-02-28T06:49:57+01:00,,805
806,FR0203009408994038313S8O515,LZYMMGY7,2013-08-13T16:18:07+02:00,,806
807,FR896024890133R6674U4H99V62,FHNKSZ2S,2009-10-02T04:24:17+02:00,2024-01-01T10:44:02+01:00,807
808,FR9401605002881ES265MJ05888,HKBBDMQN,2017-01-30T04:01:54+01:00,,808
809,FR730560087814370D41P6U0620,ZMANLRG6,2008-10-14T04:30:13+02:00,,809
810,FR3680832095972C74021850841,TDRLERIB,2023-09-18T21:29:15+02:00,,810
811,FR77029660343983N768W1O3809,WRWNMOUX,2019-07-29T19:47:17+02:00,,811
812,FR766920004002A909H253E5579,HSTJLT9D,2019-08-11T21:00:06+02:00,,812
813,FR24967801082721285I5BO9218,SNMOKR22,2022-05-28T16:55:57+02:00,,813
814,FR9010050680983036686N5D460,VEADSNUV,2008-03-10T22:23:58+01:00,2023-12-29T02:51:47+01:00,814
815,FR619720005322U5843053K8M41,XRPWZMJE,2016-05-07T16:43:16+02:00,,815
816,FR1050880701331524X7P2GZ198,LABMLK6B,2019-01-08T11:13:11+01:00,,816
817,FR350026460073142Z1950S9676,EABFIDNE,2015-08-04T14:51:04+02:00,2023-12-12T13:05:46+01:00,817
818,FR922603424456HI5Q89777J876,YRABKHM9,2020-09-23T22:08:12+02:00,,818
819,FR4480005002850N3O59IW98426,NNIQNLJC,2018-12-25T03:04:34+01:00,2023-12-26T15:58:51+01:00,819
820,FR18382149314493Z70349O3642,KXPGYTOH,2006-10-02T16:06:38+02:00,,820
821,FR715960205895NB0477437KC75,PZTZCVI2,2006-11-01T00:50:12+01:00,,821
822,FR85604070979286834C3E02692,TKMQSZ62,2005-01-11T07:05:29+01:00,,822
823,FR3590208938833430954212589,SLRRECLY,2020-07-08T02:56:04+02:00,,823
824,FR6736048700581D881X791K784,VUGSKE4G,2009-10-10T00:16:01+02:00,,824
825,FR94060097266416UOA36458961,QIRKSI96,2017-12-28T19:15:18+01:00,,825
826,FR221950090091456T866569273,IOJKLBXT,2015-07-17T18:54:13+02:00,,826
827,FR6339170316197759201E77V54,DINAST4V,2022-10-15T02:11:02+02:00,,827
828,FR750011917697202WEGI140782,PYNTKM78,2008-05-22T15:17:06+02:00,,828
829,FR780002090050F15L409026433,XIUSDM6M,2008-07-25T21:15:16+02:00,,829
830,FR972005501709L931FW0636473,GKNEMF21,2016-08-15T21:25:10+02:00,,830
831,FR92209005600952514752E0650,JWIZSAVA,2006-07-30T17:21:21+02:00,,831
832,FR3109673394137D882I8442C24,JWGZCZMB,2015-11-09T00:01:13+01:00,,832
833,FR810050270016D0801B416V306,VPYFLS5W,2014-01-18T10:19:54+01:00,,833
834,FR057660800656X011W48992374,TKIGECRN,2015-01-02T17:45:48+01:00,,834
835,FR1831476206946Z05BA0551085,RPCDSN2O,2015-03-18T05:03:36+01:00,,835
836,FR8208183030901075386356251,IVZSPLLT,2015-07-18T08:59:02+02:00,,836
837,FR02029520042622R451913NG56,WYXJVNF7,2011-09-10T17:39:41+02:00,,837
838,FR357953612153V732841834B40,QLQOYE01,2009-01-27T01:56:10+01:00,,838
839,FR130019400195TY32934130833,ANOQGPII,2022-02-01T00:54:37+01:00,,839
840,FR132045230101998ZR38E22349,ITRWKHHP,2006-12-17T15:02:17+01:00,,840
841,FR810051492280236E8570XX393,KHZTALE0,2010-02-12T12:33:59+01:00,,841
842,FR2200591343947G3648V7L9400,VDNOLY5B,2020-02-23T01:20:00+01:00,,842
843,FR3241049450728N8659R293471,IWRTGR77,2015-07-01T02:29:17+02:00,,843
844,FR792275062089V365P0TV79916,CJGMGQPX,2022-01-05T18:49:50+01:00,,844
845,FR410086053924HF43715A98H09,DUAIPHWJ,2006-05-31T03:08:07+02:00,2023-12-16T12:40:46+01:00,845
846,FR043925655284968QR3066RD88,MUETFJHK,2009-04-05T13:32:02+02:00,,846
847,FR5430218495907W79928635432,SBMPSEO2,2018-06-23T02:34:45+02:00,,847
848,FR43500567661372398399I7213,HKAICGI9,2014-02-25T12:36:36+01:00,,848
849,FR3203712601203383238975176,SKOHMWWV,2007-05-15T16:46:39+02:00,,849
850,FR22960050811182B866A344235,XINVTVOL,2009-02-17T21:54:38+01:00,,850
851,FR3682443890695162041850546,CGFRZA5M,2010-05-05T16:23:56+02:00,,851
852,FR1840481800196397388Y59016,DMEYMEVB,2006-01-13T20:19:39+01:00,,852
853,FR6301101480615250P75F06443,BDTLKWO6,2022-08-20T05:37:07+02:00,,853
854,FR080002306946J6G8H539HR258,MYSIPG7C,2011-05-03T06:10:23+02:00,2024-01-01T19:59:18+01:00,854
855,FR068045182914285IX19713948,KCNDGBZX,2006-12-08T04:45:37+01:00,,855
856,FR2317809780655615577844187,TFRYGHIS,2013-06-14T10:20:10+02:00,,856
857,FR2304820042819180584M3GW09,MDVWGA7I,2022-08-03T10:20:02+02:00,,857
858,FR921080508038441EX3M800M28,ZVEHHMFU,2023-06-30T19:50:38+02:00,,858
859,FR7400627601438EGT163175Q18,WEFJROG1,2013-08-05T05:22:47+02:00,,859
860,FR66500242018277UC32155XH77,XFBGSMKL,2015-02-17T06:26:23+01:00,,860
861,FR9519107940376463M7V39R734,CLVQCDGL,2009-09-24T00:34:20+02:00,,861
862,FR665490075495W122022B71672,GOWSREZQ,2005-01-31T04:30:32+01:00,,862
863,FR68003360016229568D1M15326,SZUGINBT,2004-05-17T01:59:59+02:00,,863
864,FR1470056608835417591631002,ZJUGPWZ7,2014-04-04T12:53:42+02:00,,864
865,FR510002505231916FZ28Q84605,JATWKYUE,2021-07-14T18:16:15+02:00,2024-01-06T23:00:55+01:00,865
866,FR5600741946384723492949887,HMMMEG5E,2021-06-08T19:03:42+02:00,,866
867,FR34006005505523891P4348926,IYTNAQ9X,2011-05-04T07:14:36+02:00,,867
868,FR0507702080915Z6RCS4987417,GCCTRU8A,2021-06-03T03:17:59+02:00,,868
869,FR8670080034039960072LP8742,MTSNTZGU,2023-09-27T18:56:55+02:00,,869
870,FR925088421311055O9970P7022,FZNLGPPA,2008-05-14T23:49:55+02:00,,870
871,FR093280936796Z641022850W49,LGQFIENG,2014-04-12T21:47:38+02:00,,871
872,FR7989066377848581268544542,PSMABVBB,2005-12-10T12:02:58+01:00,2023-12-30T07:33:16+01:00,872
873,FR266309644582C333277E34454,YJOFPFDX,2017-06-24T15:04:59+02:00,,873
874,FR60009500109771H6478114S25,WILYTLZ3,2012-11-22T12:36:52+01:00,,874
875,FR4138201820016022033FF3B43,JWHFMNTM,2008-05-08T12:06:55+02:00,,875
876,FR560200550312W4684W4Y86070,FTBLNR00,2008-08-23T14:42:39+02:00,2023-12-27T13:36:04+01:00,876
877,FR92536104657419256808TE999,BGHDADO6,2020-04-08T20:05:21+02:00,,877
878,FR59812801799914P2477085300,BJDFIS7N,2019-03-19T19:43:22+01:00,,878
879,FR294764476009Q8088Y8443015,SGMHSOI7,2013-12-12T00:09:26+01:00,,879
880,FR494009610650639107UQ50094,DCVVMCIJ,2011-02-13T14:47:04+01:00,2024-01-08T06:39:45+01:00,880
881,FR344069027389136672382M197,HWFSUGKY,2015-03-23T15:48:22+01:00,,881
882,FR300537300420398860920JI09,LXRYIDO0,2011-11-16T10:48:49+01:00,,882
883,FR510292020066725486235UO14,TOBOVGCD,2011-05-27T01:56:09+02:00,,883
884,FR9200263301291676Y86624363,YCYPMEV8,2006-09-15T08:51:30+02:00,,884
885,FR808367080241A74382PZ9Y162,AASGEGM7,2006-01-30T00:05:00+01:00,2024-01-08T14:54:23+01:00,885
886,FR28370060024758241K365Z053,GRSPEG37,2022-09-14T05:28:56+02:00,2023-12-29T23:52:19+01:00,886
887,FR12002208067870637S4239698,UNCQNPDZ,2013-09-25T13:05:55+02:00,,887
888,FR674675056655872Y987738Y90,TLDKCCNA,2016-07-07T14:23:18+02:00,,888
889,FR6000862050168XP8V9A510721,PJBVFJJD,2013-08-04T13:46:51+02:00,,889
890,FR64410440095178271K92G6839,OVQJNIEE,2015-03-03T18:01:19+01:00,,890
891,FR519958810413679151A606504,KSSBDJCG,2021-11-03T07:59:04+01:00,,891
892,FR659000730841283S7SDF56K59,QRXMJPTG,2011-07-11T09:23:25+02:00,2024-01-08T20:55:26+01:00,892
893,FR0900700924826782292453024,ARUXKZXE,2011-11-21T11:32:08+01:00,,893
894,FR290700084013700341T2F8881,DSTMMVLO,2007-11-08T04:36:18+01:00,2023-12-27T14:09:50+01:00,894
895,FR0810935044161A814542B8790,XDHGVEP4,2011-03-02T03:30:20+01:00,,895
896,FR1500793500689551692537R99,PSSBSHKG,2007-05-13T22:53:02+02:00,,896
897,FR9410096300160251267UF5437,CEOIRSWO,2006-07-08T10:28:57+02:00,,897
898,FR730304288610159Z9910Y3K45,VHAPVE4S,2004-03-31T04:28:20+02:00,,898
899,FR040012651049UUB057311TF88,OUQHVN27,2009-03-27T20:08:13+01:00,,899
900,FR7802720520014528J5117U812,KJJKCGQW,2010-11-01T07:27:41+01:00,,900
901,FR738006301394393G967T54518,UTSGGU6F,2016-05-06T05:22:49+02:00,,901
902,FR7244080049992425470E39F54,BUBJJM2R,2007-09-10T18:49:11+02:00,,902
903,FR6570453227460E7J26199Z341,KIQGHMS1,2008-01-10T20:23:04+01:00,,903
904,FR53828301069478124L6Y46722,XNGJCRMV,2023-12-28T10:16:42+01:00,,904
